   180/299     4.13G   0.01411  0.007339         0   0.02145        12       640    0.8345    0.6287    0.7068    0.4353   0.05668   0.07278         0
   181/299     4.13G   0.01477   0.00751         0   0.02228        13       640    0.7994    0.6396    0.6927    0.4414   0.05683    0.0738         0
   182/299     4.13G   0.01409  0.007231         0   0.02132        17       640    0.7983    0.6233    0.6891    0.4399    0.0576   0.07323         0
   183/299     4.13G   0.01404  0.007643         0   0.02168         9       640    0.8074    0.6477    0.6981    0.4334   0.05738   0.07335         0
   184/299     4.13G   0.01456  0.007066         0   0.02163        20       640    0.8229    0.6423    0.7076    0.4381   0.05742   0.07299         0
   185/299     4.13G   0.01415  0.007331         0   0.02148        19       640    0.7887    0.6585    0.7009    0.4394    0.0574   0.07358         0
   186/299     4.13G   0.01428  0.007288         0   0.02157        18       640    0.8387     0.634    0.6976    0.4423   0.05669     0.074         0
   187/299     4.13G    0.0138  0.007459         0   0.02125        13       640    0.8369     0.626    0.6945    0.4374   0.05658   0.07451         0
   188/299     4.13G   0.01349  0.006985         0   0.02047         7       640    0.7896    0.6612    0.6941    0.4409   0.05626   0.07527         0
   189/299     4.13G   0.01403  0.007202         0   0.02123         5       640      0.82    0.6423    0.6873    0.4396   0.05624   0.07467         0
   190/299     4.13G   0.01394  0.007627         0   0.02157        23       640    0.8185    0.6477    0.6945    0.4374   0.05662   0.07435         0
   191/299     4.13G    0.0137  0.007275         0   0.02097        15       640    0.8641    0.6204    0.7053    0.4345   0.05681   0.07479         0
   192/299     4.13G   0.01357  0.006912         0   0.02048         7       640    0.8524    0.6125    0.6896    0.4356   0.05595   0.07568         0
   193/299     4.13G   0.01362  0.007056         0   0.02068        21       640    0.7993    0.6369     0.688    0.4456   0.05558   0.07583         0
   194/299     4.13G   0.01361  0.006962         0   0.02057        10       640    0.8598    0.5989    0.6887    0.4468   0.05565   0.07584         0
   195/299     4.13G   0.01333  0.006954         0   0.02028        20       640    0.8426    0.5962    0.6884    0.4421   0.05601   0.07534         0
   196/299     4.13G   0.01296   0.00685         0   0.01981        22       640    0.8272    0.6233    0.6986    0.4451    0.0554   0.07424         0
   197/299     4.13G   0.01322  0.007023         0   0.02024        21       640    0.8133    0.6504    0.6981    0.4452   0.05488   0.07475         0
   198/299     4.13G    0.0127  0.006595         0    0.0193        10       640    0.8806    0.6206      0.71    0.4455   0.05525   0.07531         0
   199/299     4.13G   0.01285  0.006948         0    0.0198        22       640     0.843     0.626    0.6964     0.446   0.05562   0.07588         0
   200/299     4.13G    0.0131  0.007125         0   0.02023         9       640    0.8637    0.6016    0.6941    0.4547     0.056   0.07612         0
   201/299     4.13G   0.01303  0.006859         0   0.01989        20       640    0.8672    0.6015    0.6995    0.4535   0.05542   0.07583         0
   202/299     4.13G    0.0126  0.006669         0   0.01926        35       640    0.8196    0.6287    0.6835    0.4485    0.0561   0.07779         0
   203/299     4.13G    0.0129  0.007235         0   0.02014         8       640    0.7912    0.6369    0.6844    0.4536   0.05629   0.07687         0
   204/299     4.13G   0.01258  0.006957         0   0.01954        16       640    0.7747    0.6531    0.6946    0.4576   0.05596   0.07692         0
   205/299     4.13G   0.01266  0.006849         0   0.01951        18       640    0.8432    0.6122    0.6898    0.4452   0.05645   0.07762         0
   206/299     4.13G   0.01252  0.006817         0   0.01934        30       640    0.7879     0.645    0.6849    0.4384   0.05598   0.07852         0
   207/299     4.13G   0.01267  0.006674         0   0.01934        20       640       0.8    0.6504    0.7006    0.4391     0.056   0.07794         0
   208/299     4.13G   0.01237  0.007093         0   0.01946        24       640    0.8263     0.645    0.6981    0.4401    0.0563   0.07762         0
   209/299     4.13G   0.01238  0.006733         0   0.01912        16       640    0.8259    0.6558     0.713    0.4553   0.05551   0.07608         0
   210/299     4.13G   0.01243  0.006615         0   0.01904        23       640    0.8219    0.6667    0.7066    0.4461   0.05557   0.07696         0
   211/299     4.13G   0.01247  0.006907         0   0.01938        16       640    0.8006    0.6748    0.6999    0.4513   0.05556   0.07664         0
   212/299     4.13G   0.01237  0.006749         0   0.01912        21       640    0.8514    0.6368    0.6987    0.4512   0.05544    0.0758         0
   213/299     4.13G   0.01232  0.006709         0   0.01903        18       640    0.8356    0.6369    0.6939    0.4511   0.05597   0.07701         0
   214/299     4.13G   0.01218  0.006583         0   0.01876        12       640    0.8524    0.6259    0.7096    0.4601   0.05524   0.07725         0
   215/299     4.13G   0.01213  0.006458         0   0.01859        22       640    0.8303    0.6232    0.6956    0.4531   0.05599   0.07668         0
   216/299     4.13G   0.01234  0.006628         0   0.01897        12       640    0.8279    0.6396    0.7067    0.4524   0.05604   0.07665         0
   217/299     4.13G   0.01185  0.006798         0   0.01865        20       640    0.8114    0.6531    0.7037    0.4557   0.05539   0.07707         0
   218/299     4.13G   0.01213    0.0064         0   0.01853        14       640       0.8    0.6394    0.6897    0.4516   0.05557   0.07824         0
   219/299     4.13G   0.01206  0.006361         0   0.01842        13       640    0.7763    0.6585     0.689    0.4546   0.05581   0.07844         0
   220/299     4.13G   0.01207  0.006674         0   0.01874         5       640    0.8357    0.6205    0.7061     0.453    0.0557   0.07761         0
   221/299     4.13G   0.01166  0.006611         0   0.01827        15       640    0.7756    0.6557    0.6969    0.4522   0.05565   0.07914         0
   222/299     4.13G   0.01198  0.006412         0   0.01839        11       640    0.8096    0.6341    0.6993    0.4571    0.0552   0.07955         0
